window,target,Return,Risk, Residual
26,0.065,-0.0515303,0.201835,5.29342e-05
26,0.07,-0.0566112,0.220554,0.00204385
26,0.075,-0.0590666,0.232402,0.000198774
26,0.08,-0.0631266,0.249139,5.99867e-05
26,0.085,-0.066645,0.264151,8.02599e-05
26,0.09,-0.0705688,0.279971,6.1594e-05
26,0.095,-0.0737961,0.293179,0.000800723
26,0.1,-0.0781,0.310367,0.00011994
27,0,-0.00601315,0.0220926,8.92108e-06
27,0.005,-0.0108242,0.0244163,0.000290771
27,0.01,-0.0154275,0.0298819,4.69941e-06
27,0.015,-0.0201427,0.0373907,8.43267e-06
27,0.02,-0.0250236,0.0460517,6.30411e-06
27,0.025,-0.0298849,0.05521,1.11131e-05
27,0.03,-0.034795,0.0647734,1.07632e-05
27,0.035,-0.0392811,0.0725742,6.30036e-05
27,0.04,-0.0444994,0.0840961,1.87809e-05
27,0.045,-0.0493876,0.0939962,6.41237e-05
27,0.05,-0.0541382,0.103678,3.2623e-05
27,0.055,-0.0591186,0.113694,1.97248e-05
27,0.06,-0.0639949,0.123635,0.000856967
27,0.065,-0.0688499,0.133642,2.52461e-05
27,0.07,-0.0735383,0.143904,0.00136827
27,0.075,-0.0785331,0.153734,5.35333e-05
27,0.08,-0.0833249,0.163638,5.4601e-05
27,0.085,-0.0882066,0.173665,5.74416e-05
27,0.09,-0.093078,0.183676,4.41747e-05
27,0.095,-0.0978095,0.19382,0.000750568
27,0.1,-0.103047,0.203509,0.0101573
28,0,0.000428783,0.0331044,2.20467e-05
28,0.005,0.00122719,0.0272895,1.82962e-05
28,0.01,0.00211565,0.0260153,4.78975e-06
28,0.015,0.00294086,0.0294093,2.19934e-05
28,0.02,0.00387118,0.0383867,7.77558e-06
28,0.025,0.00471936,0.0479363,6.07468e-05
28,0.03,0.00556778,0.0590577,1.86843e-05
28,0.035,0.00640005,0.069988,1.32195e-05
28,0.04,0.00724646,0.0819297,4.66666e-05
28,0.045,0.0080824,0.093298,1.51077e-05
28,0.05,0.0089172,0.105546,1.65134e-05
28,0.055,0.00975443,0.117491,5.09553e-05
28,0.06,0.0102886,0.128655,4.72567e-05
28,0.065,0.0114304,0.141207,2.49231e-05
28,0.07,0.0122468,0.153279,9.19682e-05
28,0.075,0.0131032,0.165761,2.49558e-05
28,0.08,0.0139396,0.177903,2.50484e-05
28,0.085,0.0147706,0.190067,0.000139448
28,0.09,0.0169443,0.206496,0.00425006
28,0.095,0.0164518,0.214049,0.000122061
28,0.1,0.0165865,0.225029,6.48071e-05
29,0,0.00715813,0.0168709,1.70905e-06
29,0.005,0.00175909,0.0235185,3.35925e-06
29,0.01,-0.00442235,0.0345316,0.00636338
29,0.015,-0.0105299,0.047064,7.12838e-06
29,0.02,-0.0162918,0.0602932,4.01861e-05
29,0.025,-0.0220603,0.0736145,5.10366e-05
29,0.03,-0.0281525,0.0872292,0.000369654
29,0.035,-0.0339611,0.100026,2.28036e-05
29,0.04,-0.0399734,0.114306,1.98293e-05
29,0.045,-0.0457805,0.127749,0.000243756
29,0.05,-0.0515099,0.140546,2.30779e-05
29,0.055,-0.0573862,0.154222,2.09958e-05
29,0.06,-0.0632747,0.167889,2.18835e-05
29,0.065,-0.0692184,0.181574,0.000495454
29,0.07,-0.0751586,0.195326,6.33512e-05
29,0.075,-0.0809005,0.208912,2.85411e-05
29,0.08,-0.0868517,0.223423,6.55513e-05
29,0.085,-0.092665,0.2363,6.15341e-05
29,0.09,-0.102765,0.243684,0.00792143
29,0.095,-0.150749,0.818739,1.16004
29,0.1,-0.110319,0.277428,3.62197e-05
30,0,0.00947348,0.0244404,7.53492e-07
30,0.005,0.00950595,0.0268797,6.77632e-05
30,0.01,0.00912035,0.0431296,3.39486e-06
30,0.015,0.00885389,0.0634321,4.6373e-06
30,0.02,0.00861832,0.084036,1.62381e-05
30,0.025,0.00848056,0.105154,8.48216e-06
30,0.03,0.00851792,0.12595,2.96223e-05
30,0.035,0.00823051,0.148253,3.24633e-05
30,0.04,0.0080687,0.170721,1.18253e-05
30,0.045,0.00792343,0.191642,3.69984e-05
30,0.05,0.00782121,0.214421,1.46755e-05
30,0.055,0.00807194,0.234005,1.7802e-05
30,0.06,0.00755522,0.258754,0.00212517
30,0.065,0.00745669,0.280161,1.94971e-05
30,0.07,0.0112692,0.294025,0.001031
30,0.075,0.00706801,0.325584,2.13517e-05
30,0.08,0.00710279,0.346005,0.00012001
30,0.085,0.00697152,0.368015,0.00158493
30,0.09,0.00663805,0.391682,0.000840053
30,0.095,0.00673987,0.4119,2.77981e-05
30,0.1,0.0072636,0.429877,0.00038185
31,0,-0.00258954,0.0283874,8.53337e-07
31,0.005,-0.0110345,0.0461658,8.83525e-07
31,0.01,-0.0194213,0.0716299,9.93941e-07
31,0.015,-0.0278114,0.0989434,1.23792e-05
31,0.02,-0.0364003,0.127087,0.000160145
31,0.025,-0.0447302,0.155377,2.46265e-06
31,0.03,-0.0531714,0.183884,1.99188e-05
31,0.035,-0.0617246,0.212614,1.85782e-05
31,0.04,-0.0700674,0.241147,3.65785e-06
31,0.045,-0.0787791,0.269818,5.53064e-06
31,0.05,-0.0871403,0.298667,8.31729e-06
31,0.055,-0.0957399,0.327294,1.44455e-05
31,0.06,-0.104219,0.356058,6.71634e-06
31,0.065,-0.112554,0.385066,6.30322e-06
31,0.07,-0.121162,0.413305,0.000535993
31,0.075,-0.129216,0.442449,2.90245e-05
31,0.08,-0.138138,0.471261,6.31451e-06
31,0.085,-0.146019,0.500274,0.000171291
31,0.09,-0.154625,0.529536,0.00176267
31,0.095,-0.163579,0.557735,7.59555e-06
31,0.1,-0.172058,0.58656,9.75677e-06
32,0,-0.00631809,0.0320241,3.49337e-06
32,0.005,0.0025263,0.0354104,4.07395e-05
32,0.01,0.0113669,0.0447792,2.6937e-05
32,0.015,0.0201611,0.0571841,6.69789e-05
32,0.02,0.0290425,0.071081,8.94848e-06
32,0.025,0.0377676,0.085788,0.000220529
32,0.03,0.0466755,0.100719,4.45252e-05
32,0.035,0.0554941,0.116107,8.10508e-06
32,0.04,0.0645557,0.131902,0.000232511
32,0.045,0.0731829,0.147174,8.5626e-06
32,0.05,0.0820176,0.162879,9.29288e-06
32,0.055,0.0908522,0.178645,1.01958e-05
32,0.06,0.0996861,0.194459,1.10935e-05
32,0.065,0.108318,0.210732,1.51447e-05
32,0.07,0.117354,0.226187,1.53493e-05
32,0.075,0.12619,0.242088,3.67093e-05
32,0.08,0.135272,0.259055,0.000194067
32,0.085,0.144255,0.273972,8.4539e-05
32,0.09,0.152266,0.290339,0.0031776
32,0.095,0.161225,0.306516,2.69026e-05
32,0.1,0.170132,0.322534,3.5087e-05
33,0,-0.00273518,0.0290396,9.91161e-07
33,0.005,0.00262328,0.0414039,3.01604e-05
33,0.01,0.00798595,0.0577921,1.34669e-06
33,0.015,0.0133101,0.0757686,1.98143e-06
33,0.02,0.0187352,0.0942978,3.43053e-06
33,0.025,0.0241103,0.113208,3.6253e-05
33,0.03,0.0294983,0.132279,3.80918e-06
33,0.035,0.0350173,0.151377,4.92091e-06
33,0.04,0.0403729,0.170697,0.00030378
33,0.045,0.0456607,0.190107,4.24003e-06
33,0.05,0.0510124,0.2095,5.49903e-06
33,0.055,0.056422,0.228871,6.31036e-06
33,0.06,0.0618084,0.248298,1.02088e-05
33,0.065,0.0672013,0.267749,5.54033e-06
33,0.07,0.072803,0.287196,9.31135e-06
33,0.075,0.0778897,0.306774,0.000582465
33,0.08,0.0833501,0.326191,0.000107774
33,0.085,0.0887438,0.345663,7.27221e-06
33,0.09,0.0943783,0.365189,1.2823e-05
33,0.095,0.0997728,0.384708,1.30867e-05
33,0.1,0.104865,0.404203,0.000164733
34,0,0.00311261,0.0369935,2.84027e-06
34,0.005,0.00847982,0.0400107,2.69863e-06
34,0.01,0.0141364,0.0452199,6.98453e-06
34,0.015,0.0190616,0.0518289,3.43275e-06
34,0.02,0.0242806,0.0593406,4.2104e-06
34,0.025,0.029563,0.06768,5.53614e-05
34,0.03,0.0348713,0.0764042,0.000109825
34,0.035,0.0400841,0.0855988,5.95358e-06
34,0.04,0.0453325,0.0949062,9.31933e-06
34,0.045,0.0505891,0.104437,7.76539e-06
34,0.05,0.0558242,0.114155,1.51705e-05
34,0.055,0.0611979,0.123624,1.56015e-05
34,0.06,0.0664886,0.134331,3.72731e-05
34,0.065,0.0718353,0.143277,1.44855e-05
34,0.07,0.0769043,0.153815,2.24612e-05
34,0.075,0.0823499,0.163191,4.58205e-05
34,0.08,0.087371,0.173397,0.00122171
34,0.085,0.0925712,0.183431,1.49286e-05
34,0.09,0.097862,0.19379,0.000272954
34,0.095,0.10309,0.204158,1.98179e-05
34,0.1,0.108326,0.213557,2.51228e-05
35,0,0.00242256,0.0159952,9.85897e-06
35,0.005,-0.00170498,0.0159976,3.55283e-06
35,0.01,-0.00583768,0.0213687,2.68366e-06
35,0.015,-0.0101551,0.0289809,0.000136464
35,0.02,-0.0144646,0.0378149,0.000167362
35,0.025,-0.0186114,0.0481082,1.75142e-05
35,0.03,-0.0228756,0.0579442,2.07187e-05
35,0.035,-0.0270592,0.0679145,5.47036e-06
35,0.04,-0.0314422,0.0782782,1.19375e-05
35,0.045,-0.0354515,0.0883858,0.000549473
35,0.05,-0.0396552,0.0986824,7.74195e-06
35,0.055,-0.0440974,0.109051,1.12764e-05
35,0.06,-0.0481987,0.119264,1.40355e-05
35,0.065,-0.0527782,0.12989,0.000295424
35,0.07,-0.0569091,0.139983,1.69123e-05
35,0.075,-0.0608542,0.150294,1.51389e-05
35,0.08,-0.0650637,0.160705,1.96891e-05
35,0.085,-0.0695574,0.171061,8.70148e-05
35,0.09,-0.0739541,0.181356,2.4187e-05
35,0.095,-0.0776733,0.191805,4.62481e-05
35,0.1,-0.0819076,0.202143,2.00209e-05
36,0,-0.00859402,0.0262824,4.72003e-06
36,0.005,-0.00746604,0.0267108,1.54657e-05
36,0.01,-0.00601884,0.0318843,1.14659e-06
36,0.015,-0.0045727,0.0401271,1.67091e-06
36,0.02,-0.00315275,0.049968,3.60405e-06
36,0.025,-0.0017265,0.0606538,0.00075258
36,0.03,-0.000316043,0.07161,8.49009e-06
36,0.035,0.00111377,0.0829438,4.68639e-06
36,0.04,0.00251338,0.0944934,2.3705e-05
36,0.045,0.00392775,0.106109,5.45465e-06
36,0.05,0.00534465,0.117851,9.96546e-06
36,0.055,0.00675434,0.129876,7.08947e-05
36,0.06,0.00819377,0.141226,0.00221382
36,0.065,0.00953759,0.153826,5.34851e-05
36,0.07,0.0109925,0.165244,2.96986e-05
36,0.075,0.0124326,0.17714,1.07609e-05
36,0.08,0.0137832,0.188994,1.63486e-05
36,0.085,0.015249,0.201434,0.000499076
36,0.09,0.0165848,0.2128,1.41317e-05
36,0.095,0.0181458,0.224769,2.97551e-05
36,0.1,0.0194705,0.236989,1.29229e-05
37,0,0.0100483,0.0182784,6.62104e-05
37,0.005,0.014138,0.0307639,1.51191e-05
37,0.01,0.018189,0.0471235,7.06707e-06
37,0.015,0.02195,0.0634971,7.34024e-06
37,0.02,0.0258423,0.0805776,0.000161391
37,0.025,0.0303381,0.0988187,8.31628e-06
37,0.03,0.0344005,0.116242,1.62552e-05
37,0.035,0.0377757,0.132787,1.14365e-05
37,0.04,0.0422729,0.151063,1.15207e-05
37,0.045,0.0464534,0.168758,2.00841e-05
37,0.05,0.0504106,0.186321,1.14826e-05
37,0.055,0.054301,0.203661,2.36461e-05
37,0.06,0.0584261,0.221435,1.47613e-05
37,0.065,0.062322,0.238768,1.71178e-05
37,0.07,0.0662995,0.256504,2.88558e-05
37,0.075,0.0673658,0.269368,0.000190792
37,0.08,0.0744212,0.291704,1.66596e-05
37,0.085,0.0782576,0.309126,4.14917e-05
37,0.09,0.0823516,0.326834,2.72684e-05
37,0.095,0.0824859,0.338504,0.000323255
37,0.1,0.140192,0.455594,0.00727962
38,0,-0.00877331,0.0138925,9.50152e-07
38,0.005,-0.0118239,0.0269333,2.40426e-06
38,0.01,-0.0145964,0.0463222,5.67527e-06
38,0.015,-0.0161911,0.0654406,1.16125e-05
38,0.02,-0.0199759,0.085791,3.58218e-06
38,0.025,-0.0222661,0.105903,0.000108833
38,0.03,-0.0247787,0.126062,7.99053e-05
38,0.035,-0.0276753,0.146122,6.08178e-06
38,0.04,-0.0293299,0.166392,1.30049e-05
38,0.045,-0.0328069,0.186589,1.04559e-05
38,0.05,-0.035119,0.206757,1.17766e-05
38,0.055,-0.0378454,0.22727,0.00177542
38,0.06,-0.0398027,0.247395,1.44108e-05
38,0.065,-0.042098,0.267766,2.82744e-05
38,0.07,-0.0433398,0.2884,0.000226358
38,0.075,-0.0462788,0.308506,3.99317e-05
38,0.08,-0.0479991,0.328857,0.00034751
38,0.085,-0.0527932,0.34875,5.84656e-05
38,0.09,-0.0537575,0.368993,2.95522e-05
38,0.095,-0.0586114,0.389084,0.000780201
38,0.1,-0.0608866,0.409457,0.0025904
39,0,0.00774192,0.019639,2.36136e-06
39,0.005,0.00782715,0.0241137,9.61194e-07
39,0.01,0.0080245,0.0345661,9.38697e-07
39,0.015,0.00825388,0.047373,9.27975e-07
39,0.02,0.0085297,0.060937,3.62304e-05
39,0.025,0.00873729,0.0751157,1.21331e-06
39,0.03,0.00900603,0.0892012,2.63239e-06
39,0.035,0.00925703,0.103501,9.64365e-05
39,0.04,0.00938541,0.118221,2.15886e-06
39,0.045,0.00958167,0.132741,2.52318e-06
39,0.05,0.00977301,0.147301,3.44947e-06
39,0.055,0.00995539,0.161696,0.000889332
39,0.06,0.0102387,0.176297,7.50101e-06
39,0.065,0.0103889,0.191019,7.5286e-05
39,0.07,0.0105313,0.205779,7.55054e-06
39,0.075,0.010975,0.219661,5.4298e-06
39,0.08,0.0118423,0.233145,1.46742e-05
39,0.085,0.0110833,0.249837,0.000339166
39,0.09,0.0112911,0.264301,0.000380465
39,0.095,0.0117004,0.278272,5.35189e-05
39,0.1,0.0117601,0.293479,1.02462e-05
40,0,0.00314978,0.021871,1.18341e-05
40,0.005,0.0074818,0.0244949,2.64033e-06
40,0.01,0.0119094,0.0317851,2.24712e-06
40,0.015,0.0166078,0.0408061,9.99849e-06
40,0.02,0.0210393,0.0508597,6.80445e-06
40,0.025,0.0258445,0.0611458,2.24665e-05
40,0.03,0.0303734,0.0718341,4.11754e-06
40,0.035,0.0349746,0.0826636,5.4667e-06
40,0.04,0.0393969,0.0935889,6.68551e-05
40,0.045,0.0443333,0.104657,0.000353529
40,0.05,0.048547,0.115789,1.29348e-05
40,0.055,0.0532491,0.126832,9.85004e-06
40,0.06,0.0574254,0.138181,2.449e-05
40,0.065,0.0625261,0.149112,9.7401e-06
40,0.07,0.0673159,0.160406,0.000626497
40,0.075,0.0714937,0.171553,1.71257e-05
40,0.08,0.0762596,0.182717,0.000424458
40,0.085,0.0812032,0.194134,8.17531e-06
40,0.09,0.0854568,0.205165,1.28762e-05
40,0.095,0.0904099,0.216651,9.31713e-06
40,0.1,0.0942931,0.227937,0.000596876
41,0,0.00412951,0.0312153,3.70543e-06
41,0.005,0.0135263,0.0286742,0.000183569
41,0.01,0.0230537,0.0312761,1.5013e-05
41,0.015,0.0324959,0.0381566,2.20794e-06
41,0.02,0.0420869,0.0471269,3.21709e-06
41,0.025,0.0516598,0.0573821,2.94063e-06
41,0.03,0.0612324,0.0683208,6.05838e-05
41,0.035,0.0710489,0.0794122,0.00187372
41,0.04,0.0803844,0.0912739,3.32549e-05
41,0.045,0.0898358,0.103129,0.000461403
41,0.05,0.0995196,0.114908,5.06648e-06
41,0.055,0.109098,0.126865,4.32562e-05
41,0.06,0.118644,0.138925,6.7812e-06
41,0.065,0.128245,0.150943,1.17845e-05
41,0.07,0.137727,0.163115,0.000257708
41,0.075,0.147386,0.175223,1.51334e-05
41,0.08,0.156949,0.187416,3.87947e-05
41,0.085,0.166152,0.199891,1.07728e-05
41,0.09,0.175682,0.212103,7.72008e-06
41,0.095,0.185545,0.224084,3.89465e-05
41,0.1,0.198511,0.2345,0.0162159
42,0,-0.00126882,0.024819,1.65454e-06
42,0.005,0.000685529,0.0336037,3.47564e-06
42,0.01,0.00238405,0.0496339,0.00018374
42,0.015,0.00391238,0.0679782,2.11893e-06
42,0.02,0.00570653,0.087111,0.000162094
42,0.025,0.00801402,0.106459,1.75013e-05
42,0.03,0.00930335,0.126332,8.08115e-06
42,0.035,0.0110608,0.146173,2.14782e-05
42,0.04,0.0131195,0.166054,4.74342e-06
42,0.045,0.0144908,0.186033,4.12221e-06
42,0.05,0.0165204,0.205996,3.18141e-05
42,0.055,0.0179931,0.22605,5.25765e-06
42,0.06,0.0197961,0.246065,1.18077e-05
42,0.065,0.0215012,0.266149,4.5354e-05
42,0.07,0.0232503,0.28622,5.85278e-06
42,0.075,0.0285822,0.305091,0.000177872
42,0.08,0.0280341,0.32588,1.0682e-05
42,0.085,0.0292045,0.34644,0.00014871
42,0.09,0.0356289,0.364577,1.99355e-05
42,0.095,0.0334662,0.386099,1.24362e-05
42,0.1,0.0352698,0.406183,0.000181855
43,0,0.00789336,0.0279299,0.00060045
43,0.005,0.00664207,0.0281722,0.000106812
43,0.01,0.00497121,0.0357302,5.12668e-06
43,0.015,0.00325571,0.0469556,1.34667e-06
43,0.02,0.00157899,0.0597671,4.15946e-06
43,0.025,-0.000362068,0.0735999,1.13684e-05
43,0.03,-0.00215965,0.0877774,2.5776e-06
43,0.035,-0.003846,0.102143,2.47007e-06
43,0.04,-0.00559096,0.116726,1.34451e-05
43,0.045,-0.00729534,0.131544,0.000931914
43,0.05,-0.00914719,0.146,0.000467454
43,0.055,-0.0108337,0.161052,4.426e-06
43,0.06,-0.0124719,0.175863,4.56805e-06
43,0.065,-0.0141787,0.190755,4.99734e-06
43,0.07,-0.0158737,0.205693,0.000466317
43,0.075,-0.0175856,0.220606,1.38172e-05
43,0.08,-0.0192835,0.235557,1.22261e-05
43,0.085,-0.021092,0.250559,2.02633e-05
43,0.09,-0.0227997,0.265537,1.005e-05
43,0.095,-0.0243714,0.280459,2.84499e-05
43,0.1,-0.0269566,0.295104,1.79529e-05
44,0,-0.0002156,0.0155472,2.05146e-06
44,0.005,0.00377272,0.0214113,7.79296e-06
44,0.01,0.0076101,0.0327443,3.33875e-06
44,0.015,0.0114237,0.0458316,0.000180624
44,0.02,0.0151305,0.0605466,5.4879e-06
44,0.025,0.0188695,0.075078,4.72224e-05
44,0.03,0.0225224,0.08965,8.14904e-06
44,0.035,0.0268025,0.105857,5.27976e-05
44,0.04,0.0295767,0.117239,2.31655e-05
44,0.045,0.0339893,0.134912,4.47703e-05
44,0.05,0.0382844,0.150875,2.64424e-05
44,0.055,0.0407702,0.163155,1.61659e-05
44,0.06,0.0456809,0.180458,0.000140279
44,0.065,0.0485645,0.194208,1.50833e-05
44,0.07,0.0534269,0.210828,1.78595e-05
44,0.075,0.0573507,0.226072,9.36465e-05
44,0.08,0.0596581,0.238852,1.80307e-05
44,0.085,0.0645996,0.255644,0.000242191
44,0.09,0.068732,0.271192,0.00184012
44,0.095,0.070662,0.283316,0.000136498
44,0.1,0.0769717,0.302626,2.73424e-05
45,0,0.00105387,0.0478842,1.51533e-05
45,0.005,0.00545263,0.0458817,0.000287008
45,0.01,0.00934516,0.0485222,5.54396e-06
45,0.015,0.0133631,0.0535968,4.22051e-06
45,0.02,0.0171884,0.0627138,3.01625e-05
45,0.025,0.02097,0.0721692,0.00016879
45,0.03,0.0249407,0.0831401,2.63685e-06
45,0.035,0.0287629,0.0949607,4.20727e-06
45,0.04,0.0320502,0.107286,1.49541e-05
45,0.045,0.0361348,0.119971,3.02722e-05
45,0.05,0.0402246,0.132927,1.57436e-05
45,0.055,0.0438996,0.145962,1.47573e-05
45,0.06,0.0478955,0.159331,2.08307e-05
45,0.065,0.0517425,0.172695,9.55351e-06
45,0.07,0.0556027,0.186166,0.000272037
45,0.075,0.059534,0.19971,2.07059e-05
45,0.08,0.0626068,0.212786,1.39208e-05
45,0.085,0.0664619,0.226417,2.24688e-05
45,0.09,0.0713963,0.241162,0.000329652
45,0.095,0.075148,0.25439,7.00467e-05
45,0.1,0.0779145,0.267401,1.62932e-05
46,0,0.0099266,0.0276051,0.000530904
46,0.005,-0.000748487,0.0234527,6.14299e-06
46,0.01,-0.012966,0.036178,5.67262e-05
46,0.015,-0.0257952,0.055459,1.20593e-05
46,0.02,-0.0379627,0.0759007,5.85088e-06
46,0.025,-0.0498639,0.0968447,1.21684e-05
46,0.03,-0.0620664,0.118702,8.44901e-06
46,0.035,-0.0732833,0.139394,1.1473e-05
46,0.04,-0.0841762,0.159933,9.67959e-05
46,0.045,-0.0968709,0.182827,6.04226e-05
46,0.05,-0.107979,0.203894,5.75891e-05
46,0.055,-0.118489,0.22397,2.51397e-05
46,0.06,-0.130051,0.245483,0.000483694
46,0.065,-0.141865,0.266916,0.000215063
46,0.07,-0.15342,0.288673,7.83314e-05
46,0.075,-0.165388,0.311756,2.60581e-05
46,0.08,-0.175707,0.331266,3.63817e-05
46,0.085,-0.188124,0.353846,4.01515e-05
46,0.09,-0.200576,0.377359,3.45857e-05
46,0.095,-0.211413,0.398159,4.86082e-05
46,0.1,-0.222606,0.418817,4.61403e-05
47,0,0.0033313,0.0271291,1.58156e-05
47,0.005,0.00452982,0.0311588,3.23263e-06
47,0.01,0.0050804,0.04186,3.57981e-06
47,0.015,0.0057643,0.0546758,4.34234e-06
47,0.02,0.00646492,0.0685143,7.62479e-06
47,0.025,0.00715378,0.083099,9.4267e-05
47,0.03,0.00791075,0.0978436,7.01415e-06
47,0.035,0.00863577,0.112774,0.000130063
47,0.04,0.00944684,0.127877,1.47951e-05
47,0.045,0.0101261,0.143623,1.03378e-05
47,0.05,0.010975,0.158369,0.000748645
47,0.055,0.0116923,0.173624,1.66568e-05
47,0.06,0.0125056,0.188843,1.80353e-05
47,0.065,0.0132811,0.203636,1.57165e-05
47,0.07,0.0140451,0.219536,0.000445262
47,0.075,0.0147577,0.235937,1.3966e-05
47,0.08,0.0156229,0.250256,0.000264331
47,0.085,0.015926,0.266524,0.000177777
47,0.09,0.0170338,0.281422,3.32012e-05
47,0.095,0.0178804,0.297866,0.000272946
47,0.1,0.0187142,0.311884,2.65167e-05
48,0,-0.000686533,0.0146614,2.11578e-05
48,0.005,0.00306949,0.0194648,1.16207e-06
48,0.01,0.00511526,0.0388741,3.06215e-06
48,0.015,0.00725911,0.0611001,5.80117e-06
48,0.02,0.00961453,0.083971,5.9703e-06
48,0.025,0.0119478,0.106917,7.25233e-06
48,0.03,0.0143971,0.129687,0.000818746
48,0.035,0.0170447,0.153327,1.56797e-05
48,0.04,0.0192738,0.175671,5.35606e-05
48,0.045,0.022593,0.198359,4.09643e-05
48,0.05,0.0243119,0.222253,0.00071016
48,0.055,0.026647,0.245429,1.51113e-05
48,0.06,0.0290139,0.268755,0.00075689
48,0.065,0.0330082,0.29026,0.000300883
48,0.07,0.0340739,0.314643,4.24992e-05
48,0.075,0.0363324,0.338274,2.05151e-05
48,0.08,0.0387675,0.361629,2.39346e-05
48,0.085,0.041372,0.384617,2.1878e-05
48,0.09,0.0438051,0.407706,0.000136425
48,0.095,0.0461625,0.430765,0.000964562
48,0.1,0.0489402,0.454077,5.69035e-05
49,0,0.00745744,0.0272952,3.85286e-06
49,0.005,0.0108903,0.038345,0.000132069
49,0.01,0.0141706,0.0539791,1.5216e-05
49,0.015,0.0175803,0.071315,3.26749e-06
49,0.02,0.0207444,0.0891937,9.8693e-06
49,0.025,0.024128,0.107489,2.24428e-05
49,0.03,0.0272717,0.12597,4.6111e-06
49,0.035,0.0304032,0.144451,1.72278e-05
49,0.04,0.0337871,0.163201,8.52685e-06
49,0.045,0.0370831,0.181961,6.18227e-06
49,0.05,0.0401792,0.200719,0.00051916
49,0.055,0.0433365,0.219532,0.000588896
49,0.06,0.0469014,0.238353,0.000133431
49,0.065,0.0508028,0.256979,1.21709e-05
49,0.07,0.0534173,0.275892,3.87002e-05
49,0.075,0.0566809,0.294847,0.000524291
49,0.08,0.0599157,0.313734,0.000167878
49,0.085,0.0632303,0.332729,2.43733e-05
49,0.09,0.0664898,0.35146,5.83447e-05
49,0.095,0.0693992,0.37034,1.81148e-05
49,0.1,0.073506,0.389432,4.7304e-05
